Id,BIRTHDATE,SSN,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,non-adherence
2ffe9369-24e4-414b-8973-258fad09313a,1958-07-01,999-76-2715,Amada498,Reichert620,white,nonhispanic,F,Watertown  Massachusetts  US,970 Grant Highlands,Foxborough,Massachusetts,1368017.49,15959.85,1.0
e4f1bd35-93ae-418b-b8cf-d39c3fbb069c,1957-02-25,999-66-4231,Raye931,Wunsch504,white,nonhispanic,F,Arlington  Massachusetts  US,585 Greenfelder Camp,Quincy,Massachusetts,1551125.51,11583.44,1.0
86b97fc7-ae8f-4e0d-8e66-db68f36e7a76,1959-05-26,999-59-1261,Anissa357,Wuckert783,white,nonhispanic,F,Pembroke  Massachusetts  US,661 Schulist Highlands,Waltham,Massachusetts,1388471.07,20739.93,1.0
1c591f0d-95b1-4289-94a9-9713ab3834e7,1954-04-04,999-88-9161,Edmund685,Walker122,white,nonhispanic,M,Dedham  Massachusetts  US,383 Crooks Camp,Norwell,Massachusetts,1412795.84,5545.28,1.0
f1678bde-4814-4d71-bca9-18fdf5282232,1958-04-11,999-49-5916,Danae973,Bartoletti50,white,nonhispanic,F,Holyoke  Massachusetts  US,1062 Conn Well Suite 4,Framingham,Massachusetts,1329466.45,17081.82,1.0
aac107d8-5187-420f-a90c-448ad49dee41,1983-09-02,999-57-9112,Lisbeth69,Hand679,white,nonhispanic,F,Agawam  Massachusetts  US,290 Hyatt Lane,Malden,Massachusetts,853594.52,7264.699999999999,1.0
71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,999-28-2716,Carmelia328,Konopelski743,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,268920.58,9406.689999999997,1.0
518f83f3-a717-4705-a181-06e205df480b,1999-02-03,999-85-6755,Cythia210,Reichel38,white,nonhispanic,F,Hopkinton  Massachusetts  US,211 Effertz Quay,Peabody,Massachusetts,513798.73,3347.24,0.0
2f43a131-a43a-4c8c-a723-cc261adb9cc6,2017-02-23,999-40-3169,María Soledad68,Aparicio848,white,hispanic,F,San Jose  San Jose  CR,547 Ziemann Burg,Boston,Massachusetts,10057.19,1766.56,1.0
2c634692-05d8-4122-9f46-dd9402e2cfc6,1970-12-22,999-95-4888,Margert370,Keeling57,white,nonhispanic,F,Billerica  Massachusetts  US,560 Herman Bridge,Malden,Massachusetts,164688.04,36121.33,1.0
860aff27-7431-47ee-968e-554470683160,1986-01-28,999-89-1141,Margurite588,Fahey393,native,nonhispanic,F,Lynn  Massachusetts  US,471 Mayert Flat Unit 54,Peabody,Massachusetts,694100.29,9291.249999999998,1.0
acb4817f-0ece-41d8-b179-82397a95a44a,1983-09-12,999-45-5448,Frankie174,Heathcote539,white,nonhispanic,F,Somerville  Massachusetts  US,687 Howell Frontage road Apt 68,Abington,Massachusetts,848827.37,5351.999999999999,1.0
bf35e4fa-ea4f-40a4-8fe6-1f2f26e0aa45,2000-11-21,999-87-8860,Cecila397,Feil794,white,nonhispanic,F,Nahant  Massachusetts  US,873 Mueller Arcade Unit 96,Ashland,Massachusetts,499730.64,8240.12,1.0
c8403116-d069-4130-aa02-39954fc971b5,1967-03-26,999-30-3779,Kim439,Ruecker817,white,nonhispanic,F,Billerica  Massachusetts  US,562 Windler Tunnel,Fitchburg,Massachusetts,1084777.45,14335.009999999998,1.0
b1bc3c89-4e7b-41fd-a58b-9bf4ce2b40a9,1973-07-04,999-85-9257,Louie190,Jacobi462,white,nonhispanic,M,Lynn  Massachusetts  US,255 Ondricka Common,Deerfield,Massachusetts,1018792.98,10929.18,1.0
50e7ede4-7ca1-4b2c-ae64-6b88b58eeaac,1965-10-15,999-85-8713,Marvel321,Wyman904,white,nonhispanic,F,Wilbraham  Massachusetts  US,913 Schiller Well Apt 80,Burlington,Massachusetts,1444325.28,4353.0,1.0
5a8c7f6d-b15c-4c55-b299-5bf8c2b35ad4,1993-03-09,999-21-6421,Luciana251,Jakubowski832,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,703 Stehr Walk,Chelmsford,Massachusetts,669499.53,4274.639999999999,1.0
73f124a4-e69e-4b8c-a447-e72d23dc54be,1967-06-14,999-95-2422,Ashton21,Schmidt332,white,nonhispanic,F,Dighton  Massachusetts  US,257 Jerde Rue,Quincy,Massachusetts,1248206.86,11811.21,1.0
ad7c452d-c8e9-40ae-a5ed-90b7bd93d2ac,1987-08-03,999-47-3790,Erwin847,Weimann465,white,hispanic,M,Quincy  Massachusetts  US,297 Fritsch Estate Apt 24,Lynnfield,Massachusetts,718679.1,11799.199999999995,1.0
5056439c-015e-4968-9281-2b8c72c3926e,1986-08-24,999-39-5390,Mabel261,Larkin917,white,nonhispanic,F,Granby  Massachusetts  US,844 Hammes Byway,Framingham,Massachusetts,105623.12,860.2199999999998,1.0
e20fb002-6dc6-4cea-ba4b-7f528ccf6572,2005-11-30,999-75-9476,Victor265,Dickinson688,asian,nonhispanic,M,Waltham  Massachusetts  US,765 Harber Club,Winchester,Massachusetts,297061.55,4562.119999999999,1.0
d49f748f-928d-40e8-92c8-73e4c5679711,1967-06-14,999-15-5162,Wesley533,Rau926,white,nonhispanic,M,Chicopee  Massachusetts  US,788 Wilderman Vale,New Bedford,Massachusetts,1096170.87,5593.56,1.0
f592e861-6e2e-46bc-a19d-5485fcbf0d80,2018-07-19,999-65-5107,Dorothea248,Ward668,white,nonhispanic,F,New Bedford  Massachusetts  US,1079 Kuhn Orchard,Lowell,Massachusetts,39600.0,1033.28,
8b17ff1e-2b24-46a9-83f7-f8a49e82c604,1959-05-20,999-59-5266,Emerson869,Hagenes547,white,nonhispanic,M,Worcester  Massachusetts  US,436 Mills Wynd Apt 14,Saugus,Massachusetts,1541995.6,6321.96,1.0
7723d469-7227-4b58-8f3e-b441197f4134,1994-05-31,999-33-5858,Christene303,Brakus656,white,nonhispanic,F,Boston  Massachusetts  US,229 Feest Landing Unit 4,Plymouth,Massachusetts,578586.05,5137.839999999999,1.0
741831b4-d1a2-407b-b5d7-af61ff550867,1969-02-22,999-12-7459,Stanford577,Goodwin327,white,nonhispanic,M,Arlington  Massachusetts  US,314 Torp Byway,Somerville,Massachusetts,1358356.09,3480.56,1.0
e3af2463-f4c9-4dbb-a8d2-d6a08c5b1460,2013-07-02,999-82-6451,Lorrie905,Leannon79,white,nonhispanic,F,Winthrop  Massachusetts  US,813 Casper Street,Peabody,Massachusetts,156561.58000000002,2410.68,1.0
31459cc4-45ed-4dee-b160-9f1a148a7724,1968-08-15,999-88-9678,Carol737,Harber290,white,nonhispanic,M,Rochester  Massachusetts  US,119 Steuber Key,Salisbury,Massachusetts,1309491.47,5330.36,1.0
8908602e-5f0c-4f1e-847f-75a0043eeba7,1979-05-16,999-19-9482,Carlton317,Breitenberg711,white,nonhispanic,M,Cambridge  Massachusetts  US,789 Torphy Trafficway Suite 59,Medfield,Massachusetts,938642.81,3485.48,1.0
5be97219-ef35-4c5a-88ab-5f9a2187b7d6,1972-08-25,999-58-9266,Cesar434,Klein929,white,nonhispanic,M,Danvers  Massachusetts  US,907 Ernser Parade Unit 37,Amherst,Massachusetts,1167085.43,5915.32,1.0
e05dd037-e45f-434a-946d-5c9076a2f596,1986-08-24,999-55-3968,Jesus702,Hickle134,white,nonhispanic,F,Chicopee  Massachusetts  US,1097 Nader Vista,Framingham,Massachusetts,691393.45,9822.64,1.0
ddfa05a6-b8a6-4208-b609-28f9a6a8d79e,2001-12-27,999-83-2956,Joleen561,Quitzon246,white,nonhispanic,F,Woburn  Massachusetts  US,976 Bode Parade Apt 52,Greenfield,Massachusetts,420567.81,3346.4,0.0
0983e422-3b48-4f1a-936b-bee5f0eb4695,1982-05-22,999-95-2021,Ira784,Stark857,white,nonhispanic,M,Framingham  Massachusetts  US,1040 Morar Approach,Weymouth,Massachusetts,917509.87,3789.64,0.0
301ebb70-0078-4989-b5dd-d751f56c404d,2012-04-29,999-69-6192,Richie600,Goyette777,white,nonhispanic,M,Lawrence  Massachusetts  US,369 Friesen Manor Suite 94,Framingham,Massachusetts,214368.94,2195.72,0.0
d191448b-3fa8-47b8-9440-6b871860956c,2007-05-21,999-36-9345,Timmy68,Macejkovic424,white,nonhispanic,M,Chicopee  Massachusetts  US,385 Sipes Orchard Apt 71,Brockton,Massachusetts,267389.67,2909.0,0.0
45c5c779-d2f9-4bf1-b6ff-deb7ff1fd54c,1981-08-21,999-39-3928,Benedict104,Emard19,white,nonhispanic,M,Leominster  Massachusetts  US,837 Mills Dam,Somerville,Massachusetts,934954.35,3533.0,1.0
8abe8efb-d431-4465-ad3b-7b3f301b845f,1955-04-05,999-33-9259,Maisha241,Bartell116,white,nonhispanic,F,Granville  Massachusetts  US,873 Hodkiewicz Dam Unit 1,Bridgewater,Massachusetts,1566968.11,7568.519999999999,1.0
32885ae1-d031-4f52-8f91-0e5196f5462a,1978-10-30,999-90-6743,Margarita164,Crooks415,white,nonhispanic,F,Barnstable  Massachusetts  US,135 Runolfsdottir Orchard Suite 11,Norton,Massachusetts,957360.59,6919.849999999999,1.0
c563f50c-54a9-4b37-9028-bff3db7e3e27,1997-12-14,999-23-1726,Reid278,Von197,white,nonhispanic,M,Medford  Massachusetts  US,546 Kuhlman Mission,Lynn,Massachusetts,432035.35,2502.28,1.0
f98f2905-6942-4462-9c21-25a512520d90,2015-06-20,999-85-6809,Chung121,Heller342,white,nonhispanic,M,Pittsfield  Massachusetts  US,618 Harber Annex,Southborough,Massachusetts,126155.18,1679.08,0.0
7a8e4ef0-adf4-4e6d-8d28-5d36886547f4,1976-02-21,999-92-8481,Ernie189,Stamm704,white,nonhispanic,M,Boston  Massachusetts  US,341 Langosh Meadow Unit 31,Boston,Massachusetts,1133705.14,6372.799999999999,1.0
c1b80a65-61e0-4f1b-9e1f-122c6d326034,1952-04-08,999-56-8675,Sabina296,Lind531,white,nonhispanic,F,Norwell  Massachusetts  US,502 Jakubowski Burg,Springfield,Massachusetts,1481953.82,7350.959999999999,1.0
1d7fe784-8667-47e8-b733-8e6ec0fbb5f9,1940-04-05,999-30-7132,Tia76,Crona259,white,nonhispanic,F,Hopedale  Massachusetts  US,537 Steuber Heights Unit 8,Middleborough,Massachusetts,1559999.46,9074.919999999998,1.0
b44d4f15-d604-4e24-8114-dc0dc12651d2,2020-02-13,999-72-2409,Leslee214,Schumm995,white,nonhispanic,F,Springfield  Massachusetts  US,756 Donnelly Mews,Boston,Massachusetts,6300.0,258.32,
bfd66698-4139-4e5e-9982-efa459aa9dca,1995-09-04,999-26-2678,Cristobal567,Parra592,white,hispanic,M,Puebla  Puebla  MX,356 Parisian Mill Apt 14,Beverly,Massachusetts,567098.64,3421.36,0.0
e175908a-09db-4730-a311-4e57ba73438b,2009-05-07,999-19-6600,Eveline832,Wintheiser220,black,hispanic,F,Sandwich  Massachusetts  US,895 MacGyver Skyway,Chicopee,Massachusetts,26070.08,645.8,0.0
937d794b-6e68-4b17-b162-0a41b68f8085,2008-06-23,999-49-6430,Marjory382,Friesen796,white,nonhispanic,F,Winchester  Massachusetts  US,177 Schimmel Spur,Lowell,Massachusetts,317994.14,2583.2,0.0
14289f20-085c-4fc8-bdd8-e2074166d91f,1968-03-29,999-64-4625,Caterina17,Schulist381,white,hispanic,F,Boston  Massachusetts  US,260 Kutch Walk,Fitchburg,Massachusetts,983073.47,11767.04,1.0
47a91815-0dca-49df-b1dc-8bb88d8c1b38,1959-03-04,999-49-8312,Evia329,Graham902,white,nonhispanic,F,Stoneham  Massachusetts  US,824 Harris Rue Apt 75,Westfield,Massachusetts,197930.71,28145.25,1.0
0f5646bc-a156-4ec0-9252-5b592e3d3184,1997-12-14,999-45-8311,Mickey576,Crist667,white,nonhispanic,M,Leominster  Massachusetts  US,777 McDermott Path Suite 0,Lynn,Massachusetts,482002.73,3627.16,1.0
66b46e68-f643-4ebd-8ad1-14ebf58e356c,1992-05-22,999-45-6436,Bernice532,Maggio310,white,nonhispanic,F,Natick  Massachusetts  US,145 Schultz Dam,Wilmington,Massachusetts,626389.54,6614.399999999999,1.0
bb9d00fe-b16e-4832-8aec-b1e9d480d48d,1969-06-05,999-88-2579,Ben667,Funk324,white,nonhispanic,M,Amherst  Massachusetts  US,697 Mante Dam,Wareham,Massachusetts,7267.04,0.0,1.0
3800b2a6-2360-40dc-b709-394b4794cc0d,2006-05-24,999-86-2605,Lesley194,Lynch190,white,nonhispanic,M,Easthampton  Massachusetts  US,691 Dickens Bay,Saugus,Massachusetts,20370.29,516.64,0.0
44c8b4c8-4457-4ba0-94b6-285ef327a249,1941-03-25,999-33-7429,Jamey282,Hermiston71,asian,nonhispanic,M,New Bedford  Massachusetts  US,780 Okuneva Annex Apt 36,Concord,Massachusetts,986340.62,3392.04,1.0
e75ed3bb-d04c-46cc-897e-1938329673ec,1990-06-15,999-27-7560,Caroll955,Kuhic920,white,nonhispanic,F,Ipswich  Massachusetts  US,234 Schultz Gate,Webster,Massachusetts,648265.51,10509.499999999998,0.0
b844f920-ed79-4624-a4da-fe5a201b9baf,2018-02-06,999-47-5686,Humberto482,Mann644,white,nonhispanic,M,Merrimac  Massachusetts  US,217 Mueller Vista Apt 97,Quincy,Massachusetts,61871.17,1162.44,0.0
cdef53d5-0537-4073-8874-79fa5e0346e6,1940-04-05,999-76-2610,Alane21,Grant908,white,nonhispanic,F,Quincy  Massachusetts  US,152 Stracke Pathway Apt 86,Middleborough,Massachusetts,1075827.73,11495.179999999998,1.0
799d0738-d5cd-4161-bdb8-e3c49e21ec66,1939-12-12,999-49-7659,Sammie902,Greenholt190,white,nonhispanic,M,Chelsea  Massachusetts  US,807 Bauch Viaduct Suite 72,Plymouth,Massachusetts,1798183.1700000002,17003.23,1.0
dadd331c-6143-41d1-bffb-d34b321ed157,1976-09-10,999-23-1789,Shirley182,Borer986,white,nonhispanic,M,Springfield  Massachusetts  US,513 O'Keefe Rue Unit 83,Dedham,Massachusetts,1008585.89,4954.56,1.0
89752052-a38b-45f0-a590-3950bbb67bec,1954-07-29,999-15-6463,Laverna97,Cartwright189,white,nonhispanic,F,Brockton  Massachusetts  US,261 Weber Crossing,Rochester,Massachusetts,1322856.0,12597.56,1.0
a9191572-cd67-4184-9945-a25eb3fa6ef0,1941-03-25,999-13-7981,Linwood526,Kutch271,asian,nonhispanic,M,Ludlow  Massachusetts  US,512 Stiedemann Union Unit 81,Concord,Massachusetts,608456.16,4089.5299999999993,1.0
bae73dce-20fa-4a6a-8e46-b2ed541f9296,1958-04-27,999-31-7122,Kevin729,Adams676,white,nonhispanic,M,Boston  Massachusetts  US,453 Fadel Ferry,Revere,Massachusetts,30854.00999999999,0.0,1.0
da200ea3-c9eb-414b-b22a-86430059fd47,2003-08-08,999-32-9052,Kermit56,Barton704,white,nonhispanic,M,Rockport  Massachusetts  US,331 Sipes Quay Suite 27,Beverly,Massachusetts,445836.66,2734.0,1.0
711d2093-5eb9-45a6-ad09-4b5c0371ad85,1967-11-26,999-60-5555,Phil587,Doyle959,white,nonhispanic,M,Swansea  Massachusetts  US,616 Bartell Throughway,Bourne,Massachusetts,1078109.49,4161.2,1.0
89214f7b-82b7-460e-b583-415a688ccc3c,1940-04-05,999-29-7916,Kristina583,Nitzsche158,white,nonhispanic,F,Billerica  Massachusetts  US,484 Kuvalis Divide Apt 66,Middleborough,Massachusetts,1078080.91,6170.239999999999,1.0
a47e5737-065e-416f-8257-0c9f14382065,1974-07-30,999-19-1540,Dannie881,Smitham825,white,nonhispanic,M,Andover  Massachusetts  US,1045 Paucek Burg Apt 27,Plymouth,Massachusetts,1103803.54,3982.12,1.0
28f36cfa-7696-4f73-ac4f-427e802199d9,1974-01-17,999-22-4097,Hermila490,Wilkinson796,white,nonhispanic,F,Marshfield  Massachusetts  US,507 Haley Orchard,Gardner,Massachusetts,1087722.26,68534.74000000002,1.0
ed5cc81e-619f-471d-aee6-2934124c58e4,1983-06-06,999-85-5168,Christeen33,Becker968,white,nonhispanic,F,Falmouth  Massachusetts  US,677 Hettinger Passage,Winchendon,Massachusetts,854594.2,7755.669999999999,1.0
dac134fa-7f57-4211-923a-e943a5c11d93,1969-02-26,999-44-6609,Ted955,Howell947,white,nonhispanic,M,Boston  Massachusetts  US,182 Donnelly Parade,Easton,Massachusetts,1091314.04,4413.719999999999,1.0
144edc8e-936e-42d7-8e7d-f3578cf80cc2,1942-07-27,999-69-6662,Andre610,Murray856,white,nonhispanic,F,Greenfield  Massachusetts  US,788 Connelly Highlands,Worcester,Massachusetts,1384121.18,14343.319999999998,1.0
53d371cc-eb68-4740-a68c-39707c6cb519,1941-03-25,999-28-5535,Stevie682,Hilpert278,asian,nonhispanic,M,Boston  Massachusetts  US,428 Considine Path Unit 5,Concord,Massachusetts,1608750.03,10803.68,1.0
8d1ba4bb-7250-4295-be1c-5d0d423e55f7,1957-02-13,999-93-2339,Orlando897,Reichert620,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,526 Schinner Junction Suite 13,Lunenburg,Massachusetts,1681686.84,4922.96,1.0
be249d5b-327e-4c30-8fb2-3a1c587fe5ad,1946-08-12,999-63-7990,Kermit56,Rutherford999,white,nonhispanic,M,Stow  Massachusetts  US,489 Nienow Rue,Fall River,Massachusetts,1537567.36,9632.16,1.0
846b0d5b-e5f5-4fd6-8ae4-7aa8e13a17c3,1964-08-09,999-87-7767,Micheal721,Lang846,white,nonhispanic,M,Arlington  Massachusetts  US,1065 Wisozk Route Unit 21,Boston,Massachusetts,174647.31,15541.82,1.0
55301b9d-4de5-4ab7-a727-579258ce4e71,2004-06-07,999-67-4045,Gidget756,Rempel203,white,nonhispanic,F,Leominster  Massachusetts  US,978 Turcotte Overpass,Gill,Massachusetts,327783.13,2803.96,0.0
9fe859fa-d775-494d-ae34-fa648e5d186d,1940-04-05,999-39-9987,Erika442,Becker968,white,nonhispanic,F,Westport  Massachusetts  US,284 Christiansen Run,Middleborough,Massachusetts,1477931.49,22954.53,1.0
d721b0eb-f819-472e-997a-b057ca7fab01,1996-05-29,999-71-6658,Deidra675,Gleason633,white,nonhispanic,F,Beverly  Massachusetts  US,949 Harvey Row Suite 34,Weymouth,Massachusetts,7334.37,0.0,0.0
df91aedf-3e17-44c3-b273-62e35f518475,2008-10-24,999-97-9250,Sean831,Casper496,white,nonhispanic,M,Marblehead  Massachusetts  US,173 Leuschke Club Unit 65,Waltham,Massachusetts,37235.59,7762.08,1.0
01e1f394-7219-4189-bceb-3cbd90cff90b,1967-07-14,999-21-9208,Ardis509,Littel644,white,nonhispanic,F,Groton  Massachusetts  US,591 Grant Trace,Lynn,Massachusetts,1050516.28,17017.449999999997,1.0
f6df6e77-35dc-457b-b998-31b780ada07f,1984-06-09,999-56-1666,Alejandro916,D'Amore443,asian,nonhispanic,M,Arlington  Massachusetts  US,272 O'Connell Stravenue,Blackstone,Massachusetts,915068.06,4851.28,1.0
d1639077-59f3-401f-a058-2ad70502f93f,2012-10-21,999-91-6450,Gerald181,Gorczany269,white,nonhispanic,M,Maynard  Massachusetts  US,304 Considine View,Franklin,Massachusetts,184467.6,2387.36,0.0
0c5aa52a-3b1d-4289-af16-29f7a2d07fec,1984-06-24,999-82-1441,Elvira561,Navarro863,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,451 Buckridge Harbor,Attleboro,Massachusetts,793569.9,8882.399999999998,1.0
2a88cb57-86fa-4259-93bf-3956e91b07f4,2017-12-23,999-28-4976,Mateo562,Palacios784,white,hispanic,M,Santiago  Santiago Province  CL,841 McGlynn Knoll Suite 67,Taunton,Massachusetts,51490.4,1457.3999999999996,0.0
e061409e-4b85-4ec1-b1f7-02677d51f763,1997-09-11,999-32-2366,Tabetha269,O'Hara248,white,nonhispanic,F,Auburn  Massachusetts  US,1080 Sawayn Gateway Suite 9,Framingham,Massachusetts,548793.2,9322.69,1.0
d3f08bb8-e79f-4529-a37a-8aebdfbffe6a,2020-03-22,999-65-9391,Manuela585,Lozada73,white,hispanic,F,La Paz  Baja California  MX,570 Gislason Row Suite 32,Boston,Massachusetts,5400.0,258.32,
6ec4e56c-9a9d-49c8-8fbe-cfef93c14b6b,1997-05-04,999-83-7958,Casey401,Hahn503,white,nonhispanic,M,Abington  Massachusetts  US,510 Veum Gate,Eastham,Massachusetts,6323.12,0.0,1.0
733bbea8-c5a6-4599-86ec-9a797ce87e5d,2004-03-25,999-44-7733,Bertram873,VonRueden376,white,nonhispanic,M,Lowell  Massachusetts  US,560 Heathcote Ranch,Revere,Massachusetts,46641.76,2545.64,1.0
ea160682-a049-4b6c-929e-a959a1221968,1955-07-24,999-60-8560,Angelic427,Wisoky380,white,nonhispanic,F,Taunton  Massachusetts  US,858 Kuhn View Suite 13,Seekonk,Massachusetts,1457121.51,11310.6,1.0
76acc19c-38d4-4fa9-83e4-cf9bdc82340d,1993-10-29,999-13-7217,Jeanne553,Langworth352,white,nonhispanic,F,Springfield  Massachusetts  US,264 Stanton Trailer,Needham,Massachusetts,579062.03,10980.14,1.0
f71bb059-3634-47a6-b689-04320a5c4387,2013-04-25,999-21-6299,Adrian111,Davis923,white,nonhispanic,F,Charlton  Massachusetts  US,157 Greenfelder Vale Suite 82,Boston,Massachusetts,168268.86,2323.2,0.0
ccbd3a61-50ff-4f6f-8d64-8105c3fc54cf,1981-09-03,999-68-8570,Jamel269,Turner526,white,hispanic,M,Duxbury  Massachusetts  US,677 Hills Flat Apt 15,Boston,Massachusetts,808765.24,8690.639999999998,1.0
bb9a366c-e4d6-4dd0-9a70-e9f93529d6ff,1988-02-08,999-29-7843,Maurice742,Bauch723,white,nonhispanic,M,Brockton  Massachusetts  US,154 Schulist Port,Dartmouth,Massachusetts,708324.66,10703.649999999998,1.0
8a8eb96d-354d-4d42-9716-738164a19a59,1987-04-02,999-48-2704,Santiago500,Hermiston71,white,nonhispanic,M,Somerville  Massachusetts  US,797 Okuneva Heights Suite 69,Boston,Massachusetts,842467.09,4799.61,1.0
46768e09-6b9f-49fe-9480-529079f64562,1984-09-13,999-54-7892,Rana586,Davis923,white,nonhispanic,F,Arlington  Massachusetts  US,902 Stiedemann Drive Unit 71,Beverly,Massachusetts,758474.13,7509.409999999999,1.0
4ffa7fe0-5454-480a-b648-ed038052dda1,2009-10-03,999-35-6402,Cassaundra447,Kub800,white,nonhispanic,F,Framingham  Massachusetts  US,960 Denesik Knoll,Worcester,Massachusetts,23216.48,645.8,0.0
3fe783d9-b8f8-4d21-b320-4fb7745702db,1980-04-26,999-71-3946,Rosalind66,Lesch175,black,nonhispanic,F,Stoneham  Massachusetts  US,933 Braun Rest Apt 8,Lawrence,Massachusetts,128298.93,12910.149999999998,1.0
8a9b659b-4fff-4cef-b189-adbc7914caca,1972-12-24,999-64-6680,Theodora872,Schaden604,white,nonhispanic,F,Charlton  Massachusetts  US,864 Nader Skyway Suite 10,Springfield,Massachusetts,156363.91,18149.02,1.0
40c5db10-1a0d-4eef-b5de-931edd347fc2,1958-12-06,999-82-3372,Eliseo499,Lind531,white,nonhispanic,M,Boston  Massachusetts  US,214 Considine Club,Boston,Massachusetts,1273731.06,5691.88,1.0
7d2e09cb-ceda-47d6-8cb2-5e1eb725665d,2002-07-12,999-59-1321,Adam631,Mertz280,white,nonhispanic,M,Maynard  Massachusetts  US,561 Schamberger Station,Shrewsbury,Massachusetts,388600.76,2945.6,0.0
4b414e31-2791-4942-9c28-46a299805848,1963-12-05,999-51-2834,Muoi890,Nolan344,white,nonhispanic,F,Brockton  Massachusetts  US,764 Stokes Vista,Medway,Massachusetts,1277956.81,9717.399999999998,1.0
cad44a83-848c-4019-a175-291a150b9d05,1971-02-23,999-59-1066,Patrice780,Hills818,black,nonhispanic,F,Ashland  Massachusetts  US,409 Tremblay Fort Suite 92,Needham,Massachusetts,1125499.22,10109.889999999998,1.0
e19ef77e-c29c-4fe6-9790-23d53ef5158f,2010-09-27,999-20-4520,Willa615,Paucek755,black,nonhispanic,F,Swansea  Massachusetts  US,548 Hodkiewicz Park,Woburn,Massachusetts,255870.38,2324.88,0.0
